population,metric,LZD,VAN,RD,lower,upper,LZD_lower,LZD_upper,VAN_lower,VAN_upper,valid_draws,diagnostic_gate
routine_bacterial_culture72h_shared,physical__live_exit,0.540265963740466,0.583680634009506,-0.0434146702690403,-0.142442089161348,0.059318168374177,0.431628829666652,0.648920305910603,0.524663742662675,0.635430430403203,2000,TRUE
routine_bacterial_culture72h_shared,physical_single__recovery,0.241869445776678,0.290367767829177,-0.0484983220524992,-0.143039383681576,0.0461700831885274,0.14732500115074,0.333899886027328,0.243630600442686,0.340879574433041,2000,TRUE
routine_bacterial_culture72h_shared,physical_single__death,0.202511002297337,0.191126924822827,0.0113840774745102,-0.0763995304462137,0.103977980616037,0.113040572906957,0.295848012492036,0.152200282049103,0.234808867264025,2000,TRUE
routine_bacterial_culture72h_shared,physical_single__live_exit,0.475841850079323,0.49125799004491,-0.0154161399655867,-0.114630832964333,0.0879718191019145,0.369658062499666,0.581476325461734,0.434500746434811,0.545649043340938,2000,TRUE
routine_bacterial_culture72h_shared,physical_timed__recovery,0.0865534698891082,0.141761715047178,-0.0552082451580702,-0.114621861491229,-0.000210428928409719,0.0273224806697143,0.151460156548911,0.112068980479872,0.182546070874068,2000,TRUE
routine_bacterial_culture72h_shared,physical_timed__death,0.249470421960161,0.223128618514078,0.0263418034460823,-0.0649294558078014,0.126363387878749,0.152931250278419,0.352658086375412,0.179867144234952,0.270508961127598,2000,TRUE
routine_bacterial_culture72h_shared,physical_timed__live_exit,0.540265963740466,0.58558075345436,-0.0453147897138947,-0.145599788800581,0.0579796419995654,0.431628829666652,0.648920305910603,0.526116827712332,0.637896816068662,2000,TRUE
routine_bacterial_culture72h_shared,physical_dated__recovery,0.0865534698891082,0.141761715047178,-0.0552082451580702,-0.114621861491229,-0.000210428928409719,0.0273224806697143,0.151460156548911,0.112068980479872,0.182546070874068,2000,TRUE
routine_bacterial_culture72h_shared,physical_dated__death,0.249470421960161,0.223128618514078,0.0263418034460823,-0.0649294558078014,0.126363387878749,0.152931250278419,0.352658086375412,0.179867144234952,0.270508961127598,2000,TRUE
routine_bacterial_culture72h_shared,physical_dated__live_exit,0.540265963740466,0.58558075345436,-0.0453147897138947,-0.145599788800581,0.0579796419995654,0.431628829666652,0.648920305910603,0.526116827712332,0.637896816068662,2000,TRUE
routine_bacterial_culture72h_shared,icu__recovery,0.0865534698891082,0.148800977621697,-0.0622475077325889,-0.122041833112895,-0.00692810214422046,0.0273224806697143,0.151460156548911,0.119502455038816,0.189032552868913,2000,TRUE
routine_bacterial_culture72h_shared,icu__death,0.249470421960161,0.221519320394897,0.0279511015652634,-0.0625827205162595,0.127756017774789,0.152931250278419,0.352658086375412,0.17870260475098,0.268945883152208,2000,TRUE
routine_bacterial_culture72h_shared,icu__live_exit,0.540265963740466,0.583259739090853,-0.0429937753503874,-0.142322623708622,0.0600844706423891,0.431628829666652,0.648920305910603,0.523923524461875,0.634700061994465,2000,TRUE
routine_bacterial_culture72h_shared,icu_single__recovery,0.241869445776678,0.290593750331046,-0.0487243045543677,-0.143386118805206,0.0459533972765024,0.14732500115074,0.333899886027328,0.243990640836107,0.341069911318539,2000,TRUE
routine_bacterial_culture72h_shared,icu_single__death,0.202511002297337,0.191126924822827,0.0113840774745102,-0.0763995304462137,0.103977980616037,0.113040572906957,0.295848012492036,0.152200282049103,0.234808867264025,2000,TRUE
routine_bacterial_culture72h_shared,icu_single__live_exit,0.475841850079323,0.491032007543041,-0.0151901574637181,-0.114623836576223,0.0879718191019145,0.369658062499666,0.581476325461734,0.434338569218497,0.545268080859808,2000,TRUE
